image_path,true_label,mobilenet_prob,mobilenet_pred,efficientnet_prob,efficientnet_pred
C:\LJ_Diss\coding\images\test2\fake2\fake_141.jpg,0,0.2733600437641144,0,0.04221551492810249,0
C:\LJ_Diss\coding\images\test2\fake2\fake_142.jpg,0,0.017469041049480438,0,0.898933470249176,1
C:\LJ_Diss\coding\images\test2\fake2\fake_143.jpg,0,0.011475167237222195,0,0.03884528949856758,0
C:\LJ_Diss\coding\images\test2\fake2\fake_144.jpg,0,0.08419826626777649,0,0.04632982239127159,0
C:\LJ_Diss\coding\images\test2\fake2\fake_145.jpg,0,0.14618085324764252,0,0.0916667953133583,0
C:\LJ_Diss\coding\images\test2\fake2\fake_146.jpg,0,0.1511836051940918,0,0.30618661642074585,0
C:\LJ_Diss\coding\images\test2\fake2\fake_147.jpg,0,0.161058709025383,0,0.6132761240005493,1
C:\LJ_Diss\coding\images\test2\fake2\fake_148.jpg,0,0.6599349975585938,1,0.9982925653457642,1
C:\LJ_Diss\coding\images\test2\fake2\fake_149.jpg,0,0.019582118839025497,0,0.19667306542396545,0
C:\LJ_Diss\coding\images\test2\fake2\fake_15.jpg,0,0.6331471800804138,1,0.9525306820869446,1
C:\LJ_Diss\coding\images\test2\fake2\fake_150.jpg,0,0.8491248488426208,1,0.517378568649292,1
C:\LJ_Diss\coding\images\test2\fake2\fake_151.jpg,0,0.9913634657859802,1,0.430747389793396,0
C:\LJ_Diss\coding\images\test2\fake2\fake_152.jpg,0,0.2649509012699127,0,0.029833117499947548,0
C:\LJ_Diss\coding\images\test2\fake2\fake_153.jpg,0,0.07013751566410065,0,0.05718899890780449,0
C:\LJ_Diss\coding\images\test2\fake2\fake_154.jpg,0,0.7051600217819214,1,0.021969376131892204,0
C:\LJ_Diss\coding\images\test2\fake2\fake_155.jpg,0,0.10782438516616821,0,0.021012261509895325,0
C:\LJ_Diss\coding\images\test2\fake2\fake_156.jpg,0,0.23827531933784485,0,0.0033530150540173054,0
C:\LJ_Diss\coding\images\test2\fake2\fake_157.jpg,0,0.0160910002887249,0,0.000825544644612819,0
C:\LJ_Diss\coding\images\test2\fake2\fake_158.jpg,0,0.010095794685184956,0,0.23244544863700867,0
C:\LJ_Diss\coding\images\test2\fake2\fake_159.jpg,0,0.7375009655952454,1,0.9713717103004456,1
C:\LJ_Diss\coding\images\test2\fake2\fake_16.jpg,0,0.4414996802806854,0,0.10501934587955475,0
C:\LJ_Diss\coding\images\test2\fake2\fake_160.jpg,0,0.01159308385103941,0,0.02692943811416626,0
C:\LJ_Diss\coding\images\test2\fake2\fake_161.jpg,0,0.05571973696351051,0,0.02390020713210106,0
C:\LJ_Diss\coding\images\test2\fake2\fake_162.jpg,0,0.9819257855415344,1,0.03265093266963959,0
C:\LJ_Diss\coding\images\test2\fake2\fake_163.jpg,0,0.997369647026062,1,0.4273190200328827,0
C:\LJ_Diss\coding\images\test2\fake2\fake_164.jpg,0,0.9810129404067993,1,0.06263033300638199,0
C:\LJ_Diss\coding\images\test2\fake2\fake_165.jpg,0,0.889153778553009,1,0.005660762079060078,0
C:\LJ_Diss\coding\images\test2\fake2\fake_166.jpg,0,0.5162450671195984,1,0.09511353075504303,0
C:\LJ_Diss\coding\images\test2\fake2\fake_167.jpg,0,0.09095515310764313,0,0.010494190268218517,0
C:\LJ_Diss\coding\images\test2\fake2\fake_168.jpg,0,0.07706878334283829,0,0.19447800517082214,0
C:\LJ_Diss\coding\images\test2\fake2\fake_169.jpg,0,0.1527760624885559,0,0.03498935326933861,0
C:\LJ_Diss\coding\images\test2\fake2\fake_17.jpg,0,0.8077343106269836,1,0.17388257384300232,0
C:\LJ_Diss\coding\images\test2\fake2\fake_170.jpg,0,0.7463889122009277,1,0.5486598014831543,1
C:\LJ_Diss\coding\images\test2\fake2\fake_171.jpg,0,0.5452644228935242,1,0.8743751645088196,1
C:\LJ_Diss\coding\images\test2\fake2\fake_172.jpg,0,0.5248258113861084,1,0.5191296935081482,1
C:\LJ_Diss\coding\images\test2\fake2\fake_173.jpg,0,0.07819412648677826,0,0.03278125077486038,0
C:\LJ_Diss\coding\images\test2\fake2\fake_174.jpg,0,0.006160502787679434,0,0.068079374730587,0
C:\LJ_Diss\coding\images\test2\fake2\fake_175.jpg,0,0.7780718803405762,1,0.40760937333106995,0
C:\LJ_Diss\coding\images\test2\fake2\fake_176.jpg,0,0.07665948569774628,0,0.03527851030230522,0
C:\LJ_Diss\coding\images\test2\fake2\fake_177.jpg,0,0.0022854232229292393,0,0.023984834551811218,0
C:\LJ_Diss\coding\images\test2\fake2\fake_178.jpg,0,0.6683223843574524,1,0.8472698330879211,1
C:\LJ_Diss\coding\images\test2\fake2\fake_179.jpg,0,0.869777500629425,1,0.003316340036690235,0
C:\LJ_Diss\coding\images\test2\fake2\fake_18.jpg,0,0.9357282519340515,1,0.9538247585296631,1
C:\LJ_Diss\coding\images\test2\fake2\fake_180.jpg,0,0.8042563796043396,1,0.030820883810520172,0
C:\LJ_Diss\coding\images\test2\fake2\fake_181.jpg,0,0.19954262673854828,0,0.6195234060287476,1
C:\LJ_Diss\coding\images\test2\fake2\fake_182.jpg,0,0.7470340728759766,1,0.6159552335739136,1
C:\LJ_Diss\coding\images\test2\fake2\fake_183.jpg,0,0.6437362432479858,1,0.2515001893043518,0
C:\LJ_Diss\coding\images\test2\fake2\fake_184.jpg,0,0.23620015382766724,0,0.17667078971862793,0
C:\LJ_Diss\coding\images\test2\fake2\fake_185.jpg,0,0.571663498878479,1,0.018149103969335556,0
C:\LJ_Diss\coding\images\test2\fake2\fake_186.jpg,0,0.9717460870742798,1,0.3914509117603302,0
C:\LJ_Diss\coding\images\test2\fake2\fake_187.jpg,0,0.01280781626701355,0,0.01411023736000061,0
C:\LJ_Diss\coding\images\test2\fake2\fake_188.jpg,0,0.11885713040828705,0,0.08716196566820145,0
C:\LJ_Diss\coding\images\test2\fake2\fake_189.jpg,0,0.04480950906872749,0,0.022392692044377327,0
C:\LJ_Diss\coding\images\test2\fake2\fake_19.jpg,0,0.9603070616722107,1,0.9632110595703125,1
C:\LJ_Diss\coding\images\test2\fake2\fake_190.jpg,0,0.8645533323287964,1,0.6243156790733337,1
C:\LJ_Diss\coding\images\test2\fake2\fake_191.jpg,0,0.21194247901439667,0,0.01410479936748743,0
C:\LJ_Diss\coding\images\test2\fake2\fake_192.jpg,0,0.14931021630764008,0,0.1738012433052063,0
C:\LJ_Diss\coding\images\test2\fake2\fake_193.jpg,0,0.5027322173118591,1,0.21217040717601776,0
C:\LJ_Diss\coding\images\test2\fake2\fake_194.jpg,0,0.11264089494943619,0,0.08933766931295395,0
C:\LJ_Diss\coding\images\test2\fake2\fake_195.jpg,0,0.4746798574924469,0,0.2339358925819397,0
C:\LJ_Diss\coding\images\test2\fake2\fake_196.jpg,0,0.15421971678733826,0,0.05374758690595627,0
C:\LJ_Diss\coding\images\test2\fake2\fake_197.jpg,0,0.35059601068496704,0,0.002420542063191533,0
C:\LJ_Diss\coding\images\test2\fake2\fake_198.jpg,0,0.6482264995574951,1,0.09156869351863861,0
C:\LJ_Diss\coding\images\test2\fake2\fake_199.jpg,0,0.24519483745098114,0,0.26519909501075745,0
C:\LJ_Diss\coding\images\test2\fake2\fake_2.jpg,0,0.45553264021873474,0,0.08657598495483398,0
C:\LJ_Diss\coding\images\test2\fake2\fake_20.jpg,0,0.14090563356876373,0,0.11938410252332687,0
C:\LJ_Diss\coding\images\test2\fake2\fake_200.jpg,0,0.23538462817668915,0,0.005758095066994429,0
C:\LJ_Diss\coding\images\test2\fake2\fake_201.jpg,0,0.18690980970859528,0,0.041636090725660324,0
C:\LJ_Diss\coding\images\test2\fake2\fake_202.jpg,0,0.011489681899547577,0,0.33660176396369934,0
C:\LJ_Diss\coding\images\test2\fake2\fake_203.jpg,0,0.13516530394554138,0,0.1496945470571518,0
C:\LJ_Diss\coding\images\test2\fake2\fake_204.jpg,0,0.02124202437698841,0,0.06842154264450073,0
C:\LJ_Diss\coding\images\test2\fake2\fake_205.jpg,0,0.09333980083465576,0,0.0065607051365077496,0
C:\LJ_Diss\coding\images\test2\fake2\fake_206.jpg,0,0.2631019949913025,0,0.04215236008167267,0
C:\LJ_Diss\coding\images\test2\fake2\fake_207.jpg,0,0.013633276335895061,0,0.017425544559955597,0
C:\LJ_Diss\coding\images\test2\fake2\fake_208.jpg,0,0.0005159478751011193,0,0.0004898473271168768,0
C:\LJ_Diss\coding\images\test2\fake2\fake_209.jpg,0,0.03818153217434883,0,0.08447197079658508,0
C:\LJ_Diss\coding\images\test2\fake2\fake_21.jpg,0,0.5497598648071289,1,0.060753848403692245,0
C:\LJ_Diss\coding\images\test2\fake2\fake_210.jpg,0,0.11082474142313004,0,0.08481607586145401,0
C:\LJ_Diss\coding\images\test2\fake2\fake_211.jpg,0,0.023655781522393227,0,0.06272551417350769,0
C:\LJ_Diss\coding\images\test2\fake2\fake_212.jpg,0,0.8301025032997131,1,0.4665916860103607,0
C:\LJ_Diss\coding\images\test2\fake2\fake_213.jpg,0,0.6456882953643799,1,0.14233919978141785,0
C:\LJ_Diss\coding\images\test2\fake2\fake_214.jpg,0,0.9915231466293335,1,0.40066632628440857,0
C:\LJ_Diss\coding\images\test2\fake2\fake_215.jpg,0,0.9618905782699585,1,0.5771154165267944,1
C:\LJ_Diss\coding\images\test2\fake2\fake_216.jpg,0,0.37256723642349243,0,0.07462655752897263,0
C:\LJ_Diss\coding\images\test2\fake2\fake_217.jpg,0,0.46302422881126404,0,0.11801175028085709,0
C:\LJ_Diss\coding\images\test2\fake2\fake_218.jpg,0,0.7185655236244202,1,0.8797690272331238,1
C:\LJ_Diss\coding\images\test2\fake2\fake_219.jpg,0,0.7852245569229126,1,0.2576141357421875,0
C:\LJ_Diss\coding\images\test2\fake2\fake_22.jpg,0,0.3012002408504486,0,0.08472263067960739,0
C:\LJ_Diss\coding\images\test2\fake2\fake_220.jpg,0,0.6282559037208557,1,0.688381552696228,1
C:\LJ_Diss\coding\images\test2\fake2\fake_221.jpg,0,0.09145782887935638,0,0.017743801698088646,0
C:\LJ_Diss\coding\images\test2\fake2\fake_222.jpg,0,0.18753252923488617,0,0.08910197019577026,0
C:\LJ_Diss\coding\images\test2\fake2\fake_223.jpg,0,0.2656632363796234,0,0.012609800323843956,0
C:\LJ_Diss\coding\images\test2\fake2\fake_224.jpg,0,0.41611042618751526,0,0.22601905465126038,0
C:\LJ_Diss\coding\images\test2\fake2\fake_225.jpg,0,0.6056462526321411,1,0.04718780145049095,0
C:\LJ_Diss\coding\images\test2\fake2\fake_226.jpg,0,0.6091234683990479,1,0.01855551078915596,0
C:\LJ_Diss\coding\images\test2\fake2\fake_227.jpg,0,0.017801029607653618,0,0.047178249806165695,0
C:\LJ_Diss\coding\images\test2\fake2\fake_228.jpg,0,0.531662106513977,1,0.0047187162563204765,0
C:\LJ_Diss\coding\images\test2\fake2\fake_229.jpg,0,0.9331480860710144,1,0.016802433878183365,0
C:\LJ_Diss\coding\images\test2\fake2\fake_23.jpg,0,0.27853116393089294,0,0.04888397082686424,0
C:\LJ_Diss\coding\images\test2\fake2\fake_230.jpg,0,0.9735949039459229,1,0.22081312537193298,0
C:\LJ_Diss\coding\images\test2\fake2\fake_231.jpg,0,0.9943125247955322,1,0.0597182959318161,0
C:\LJ_Diss\coding\images\test2\fake2\fake_232.jpg,0,0.5866318345069885,1,0.07352937757968903,0
C:\LJ_Diss\coding\images\test2\fake2\fake_233.jpg,0,0.22593475878238678,0,0.0021665000822395086,0
C:\LJ_Diss\coding\images\test2\fake2\fake_234.jpg,0,0.0902794823050499,0,0.05096765235066414,0
C:\LJ_Diss\coding\images\test2\fake2\fake_235.jpg,0,0.625842273235321,1,0.3857916593551636,0
C:\LJ_Diss\coding\images\test2\fake2\fake_236.jpg,0,0.23062720894813538,0,0.0901300385594368,0
C:\LJ_Diss\coding\images\test2\fake2\fake_237.jpg,0,0.9905993938446045,1,0.09513702988624573,0
C:\LJ_Diss\coding\images\test2\fake2\fake_238.jpg,0,0.36960190534591675,0,0.007281449623405933,0
C:\LJ_Diss\coding\images\test2\fake2\fake_239.jpg,0,0.9526612162590027,1,0.11178482323884964,0
C:\LJ_Diss\coding\images\test2\fake2\fake_24.jpg,0,0.18418091535568237,0,0.03250419348478317,0
C:\LJ_Diss\coding\images\test2\fake2\fake_240.jpg,0,0.9790054559707642,1,0.9069104790687561,1
C:\LJ_Diss\coding\images\test2\fake2\fake_241.jpg,0,0.9940592050552368,1,0.5841718912124634,1
C:\LJ_Diss\coding\images\test2\fake2\fake_242.jpg,0,0.8300634026527405,1,0.28811612725257874,0
C:\LJ_Diss\coding\images\test2\fake2\fake_243.jpg,0,0.6417648792266846,1,0.309812068939209,0
C:\LJ_Diss\coding\images\test2\fake2\fake_244.jpg,0,0.03258819505572319,0,0.08009804040193558,0
C:\LJ_Diss\coding\images\test2\fake2\fake_245.jpg,0,0.6354315280914307,1,0.029362887144088745,0
C:\LJ_Diss\coding\images\test2\fake2\fake_246.jpg,0,0.7736576795578003,1,0.2188834547996521,0
C:\LJ_Diss\coding\images\test2\fake2\fake_247.jpg,0,0.9965898990631104,1,0.09797678142786026,0
C:\LJ_Diss\coding\images\test2\fake2\fake_248.jpg,0,0.9952850341796875,1,0.5342587828636169,1
C:\LJ_Diss\coding\images\test2\fake2\fake_249.jpg,0,0.9515134692192078,1,0.028570985421538353,0
C:\LJ_Diss\coding\images\test2\fake2\fake_25.jpg,0,0.03276821970939636,0,0.004144430626183748,0
C:\LJ_Diss\coding\images\test2\fake2\fake_250.jpg,0,0.7934285402297974,1,0.42006126046180725,0
C:\LJ_Diss\coding\images\test2\fake2\fake_251.jpg,0,0.10617358982563019,0,0.057193782180547714,0
C:\LJ_Diss\coding\images\test2\fake2\fake_252.jpg,0,0.08835650235414505,0,0.05249776318669319,0
C:\LJ_Diss\coding\images\test2\fake2\fake_253.jpg,0,0.6259937882423401,1,0.11618822813034058,0
C:\LJ_Diss\coding\images\test2\fake2\fake_254.jpg,0,0.6953616142272949,1,0.0812995657324791,0
C:\LJ_Diss\coding\images\test2\fake2\fake_255.jpg,0,0.5033060312271118,1,0.44541093707084656,0
C:\LJ_Diss\coding\images\test2\fake2\fake_256.jpg,0,0.9312970042228699,1,0.7351718544960022,1
C:\LJ_Diss\coding\images\test2\fake2\fake_257.jpg,0,0.8373115062713623,1,0.2424972504377365,0
C:\LJ_Diss\coding\images\test2\fake2\fake_258.jpg,0,0.5116977691650391,1,0.08033104985952377,0
C:\LJ_Diss\coding\images\test2\fake2\fake_259.jpg,0,0.2751113772392273,0,0.02500317431986332,0
C:\LJ_Diss\coding\images\test2\fake2\fake_26.jpg,0,0.27483513951301575,0,0.001263278303667903,0
C:\LJ_Diss\coding\images\test2\fake2\fake_260.jpg,0,0.022353077307343483,0,0.027736622840166092,0
C:\LJ_Diss\coding\images\test2\fake2\fake_261.jpg,0,0.02168882265686989,0,0.6461405158042908,1
C:\LJ_Diss\coding\images\test2\fake2\fake_262.jpg,0,0.8369837403297424,1,0.6376439332962036,1
C:\LJ_Diss\coding\images\test2\fake2\fake_263.jpg,0,0.6383992433547974,1,0.28108102083206177,0
C:\LJ_Diss\coding\images\test2\fake2\fake_264.jpg,0,0.5072054266929626,1,0.058199238032102585,0
C:\LJ_Diss\coding\images\test2\fake2\fake_265.jpg,0,0.19539403915405273,0,0.0021996304858475924,0
C:\LJ_Diss\coding\images\test2\fake2\fake_266.jpg,0,0.057651836425065994,0,0.01937107928097248,0
C:\LJ_Diss\coding\images\test2\fake2\fake_267.jpg,0,0.3248726427555084,0,0.7649763226509094,1
C:\LJ_Diss\coding\images\test2\fake2\fake_268.jpg,0,0.07589130103588104,0,0.06566140800714493,0
C:\LJ_Diss\coding\images\test2\fake2\fake_269.jpg,0,0.013560248538851738,0,0.0013843218330293894,0
C:\LJ_Diss\coding\images\test2\fake2\fake_27.jpg,0,0.04695940390229225,0,0.16133323311805725,0
C:\LJ_Diss\coding\images\test2\fake2\fake_270.jpg,0,0.12470830976963043,0,0.02914104238152504,0
C:\LJ_Diss\coding\images\test2\fake2\fake_271.jpg,0,0.9239904880523682,1,0.16473087668418884,0
C:\LJ_Diss\coding\images\test2\fake2\fake_272.jpg,0,0.999101459980011,1,0.7265906929969788,1
C:\LJ_Diss\coding\images\test2\fake2\fake_273.jpg,0,0.6329421401023865,1,0.32323354482650757,0
C:\LJ_Diss\coding\images\test2\fake2\fake_274.jpg,0,0.17137813568115234,0,0.17516304552555084,0
C:\LJ_Diss\coding\images\test2\fake2\fake_275.jpg,0,0.47655877470970154,0,0.8824724555015564,1
C:\LJ_Diss\coding\images\test2\fake2\fake_276.jpg,0,0.08775243163108826,0,0.9790699481964111,1
C:\LJ_Diss\coding\images\test2\fake2\fake_277.jpg,0,0.0135710583999753,0,0.0015413111541420221,0
C:\LJ_Diss\coding\images\test2\fake2\fake_278.jpg,0,0.49903202056884766,0,0.0118204765021801,0
C:\LJ_Diss\coding\images\test2\fake2\fake_279.jpg,0,0.04980398714542389,0,0.2938663363456726,0
C:\LJ_Diss\coding\images\test2\fake2\fake_28.jpg,0,0.40325304865837097,0,0.17054514586925507,0
C:\LJ_Diss\coding\images\test2\fake2\fake_280.jpg,0,0.021221423521637917,0,0.011894111521542072,0
C:\LJ_Diss\coding\images\test2\fake2\fake_281.jpg,0,0.025066867470741272,0,0.03246219456195831,0
C:\LJ_Diss\coding\images\test2\fake2\fake_282.jpg,0,0.3464466631412506,0,0.07587966322898865,0
C:\LJ_Diss\coding\images\test2\fake2\fake_283.jpg,0,0.547642171382904,1,0.17322222888469696,0
C:\LJ_Diss\coding\images\test2\fake2\fake_284.jpg,0,0.9816820621490479,1,0.7816286683082581,1
C:\LJ_Diss\coding\images\test2\fake2\fake_285.jpg,0,0.5951520800590515,1,0.007807066664099693,0
C:\LJ_Diss\coding\images\test2\fake2\fake_286.jpg,0,0.6682213544845581,1,0.6560643315315247,1
C:\LJ_Diss\coding\images\test2\fake2\fake_287.jpg,0,0.4020278751850128,0,0.7960270643234253,1
C:\LJ_Diss\coding\images\test2\fake2\fake_288.jpg,0,0.17884884774684906,0,0.11154124140739441,0
C:\LJ_Diss\coding\images\test2\fake2\fake_289.jpg,0,0.08910077065229416,0,0.6927817463874817,1
C:\LJ_Diss\coding\images\test2\fake2\fake_29.jpg,0,0.0034481268376111984,0,0.006427563726902008,0
C:\LJ_Diss\coding\images\test2\fake2\fake_290.jpg,0,0.5423588156700134,1,0.9027063846588135,1
C:\LJ_Diss\coding\images\test2\fake2\fake_291.jpg,0,0.2054787576198578,0,0.37163057923316956,0
C:\LJ_Diss\coding\images\test2\fake2\fake_292.jpg,0,0.1391686499118805,0,0.0028322511352598667,0
C:\LJ_Diss\coding\images\test2\fake2\fake_293.jpg,0,0.06490407884120941,0,0.024805916473269463,0
C:\LJ_Diss\coding\images\test2\fake2\fake_294.jpg,0,0.7314420938491821,1,0.06013960391283035,0
C:\LJ_Diss\coding\images\test2\fake2\fake_295.jpg,0,0.5532252192497253,1,0.04424114525318146,0
C:\LJ_Diss\coding\images\test2\fake2\fake_296.jpg,0,0.6885135769844055,1,0.28352752327919006,0
C:\LJ_Diss\coding\images\test2\fake2\fake_297.jpg,0,0.2799839377403259,0,0.19188366830348969,0
C:\LJ_Diss\coding\images\test2\fake2\fake_298.jpg,0,0.011542976833879948,0,0.002738835057243705,0
C:\LJ_Diss\coding\images\test2\fake2\fake_299.jpg,0,0.010799609124660492,0,0.005585055332630873,0
C:\LJ_Diss\coding\images\test2\fake2\fake_3.jpg,0,0.3452301621437073,0,0.0017631531227380037,0
C:\LJ_Diss\coding\images\test2\fake2\fake_30.jpg,0,0.10120860487222672,0,0.06182549148797989,0
C:\LJ_Diss\coding\images\test2\fake2\fake_300.jpg,0,0.7612642049789429,1,0.593197226524353,1
C:\LJ_Diss\coding\images\test2\fake2\fake_301.jpg,0,0.5321958065032959,1,0.12340378761291504,0
C:\LJ_Diss\coding\images\test2\fake2\fake_302.jpg,0,0.1750068962574005,0,0.15910765528678894,0
C:\LJ_Diss\coding\images\test2\fake2\fake_303.jpg,0,0.4759462773799896,0,0.45346689224243164,0
C:\LJ_Diss\coding\images\test2\fake2\fake_304.jpg,0,0.006567948032170534,0,0.0010459647746756673,0
C:\LJ_Diss\coding\images\test2\fake2\fake_305.jpg,0,0.030157528817653656,0,0.01973600685596466,0
C:\LJ_Diss\coding\images\test2\fake2\fake_306.jpg,0,0.5123010873794556,1,0.9489046931266785,1
C:\LJ_Diss\coding\images\test2\fake2\fake_307.jpg,0,0.3557087182998657,0,0.14089146256446838,0
C:\LJ_Diss\coding\images\test2\fake2\fake_308.jpg,0,0.6764476299285889,1,0.09367159008979797,0
C:\LJ_Diss\coding\images\test2\fake2\fake_309.jpg,0,0.40767592191696167,0,0.7685871124267578,1
C:\LJ_Diss\coding\images\test2\fake2\fake_31.jpg,0,0.23312026262283325,0,0.24330057203769684,0
C:\LJ_Diss\coding\images\test2\fake2\fake_310.jpg,0,0.839699387550354,1,0.8980340361595154,1
C:\LJ_Diss\coding\images\test2\fake2\fake_311.jpg,0,0.8427180051803589,1,0.8075278401374817,1
C:\LJ_Diss\coding\images\test2\fake2\fake_312.jpg,0,0.38730335235595703,0,0.38868677616119385,0
C:\LJ_Diss\coding\images\test2\fake2\fake_313.jpg,0,0.151229128241539,0,0.13324353098869324,0
C:\LJ_Diss\coding\images\test2\fake2\fake_314.jpg,0,0.5226874947547913,1,0.013586551882326603,0
C:\LJ_Diss\coding\images\test2\fake2\fake_315.jpg,0,0.6522526144981384,1,0.6374550461769104,1
C:\LJ_Diss\coding\images\test2\fake2\fake_316.jpg,0,0.14011362195014954,0,0.38123321533203125,0
C:\LJ_Diss\coding\images\test2\fake2\fake_317.jpg,0,0.09285091608762741,0,0.004823402501642704,0
C:\LJ_Diss\coding\images\test2\fake2\fake_318.jpg,0,0.05793954059481621,0,0.09142344444990158,0
C:\LJ_Diss\coding\images\test2\fake2\fake_319.jpg,0,0.19550000131130219,0,0.005983449053019285,0
C:\LJ_Diss\coding\images\test2\fake2\fake_32.jpg,0,0.9779431223869324,1,0.11059372872114182,0
C:\LJ_Diss\coding\images\test2\fake2\fake_320.jpg,0,0.4004781246185303,0,0.4496946632862091,0
